listing_key,ticker,exchange,current_name,twelvedata_name,validation_status,recommended_next_action,rejection_reason,review_batch
NYSE::SSL,SSL,NYSE,Sasol Ltd,Sasol Ltd Sponsored ADR,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::AGESY,AGESY,OTC,ageas SA/NV,Ageas SA/NV Sponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::IMYSY,IMYSY,OTC,Imerys S.A,Imerys S.A. American Depositary Receipt,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::NINOY,NINOY,OTC,Nikon Corp,Nikon Corporation Sponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::NVZMY,NVZMY,OTC,Novonesis (Novozymes) B,Novozymes A/S Sponsored ADR,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::APLM,APLM,NASDAQ,Apollomics Inc. Class A Ordinary Shares,Apolomics Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::ARRPY,ARRPY,OTC,Aeroports de Paris SA,ADP Group - Unsponsored ADR,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
NYSE::BLX,BLX,NYSE,Foreign Trade Bank of Latin America Inc,"Banco Latinoamericano de Comercio Exterior, S.A.",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::SNDL,SNDL,NASDAQ,SNDL Inc.,Sundial Growers Inc.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::TCBIO,TCBIO,NASDAQ,Texas Capital Bancshares Inc,"Texas Capital Bancshares, Inc. 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series B",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::ENGN,ENGN,NASDAQ,enGene Holdings Inc. Common Stock,enGene Therapeutics Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::CMSC,CMSC,NYSE,CMS Energy Corp,CMS Energy Corp. Preferred Stock 5.875% 2078,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
OTC::BESAF,BESAF,OTC,Besra Gold Inc.,Besra Gold Inc. Chess Depositary Interests,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::FOXA,FOXA,NASDAQ,Fox Corp Class A,Fox Corporation,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::GELS,GELS,NASDAQ,Gelteq Limited Ordinary Shares,Gelteq Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::HKPD,HKPD,NASDAQ,"Cellyan Biotechnology Co., Ltd",Hong Kong Pharma Digital Technology Co. Ltd.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::KALA,KALA,NASDAQ,"KALA BIO, Inc.","Kala Pharmaceuticals, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::MNY,MNY,NASDAQ,MoneyHero Limited Class A Ordinary Shares,MoneyHero Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::TDIC,TDIC,NASDAQ,Dreamland Limited Class A Ordinary Shares,Dreamland Limited,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::BYDDF,BYDDF,OTC,BYD Company Limited,BYD Co. Ltd.,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::IBIDY,IBIDY,OTC,Ibiden Co.Ltd.,"Ibiden Co., Ltd. Unsponsored ADR",ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::OVHGY,OVHGY,OTC,OVH Groupe S.A.,Ovhcloud S.A. - Unsponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::RSMDF,RSMDF,OTC,Resmed Inc DRC,ResMed Inc. Chess Depositary Interest,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NASDAQ::APP,APP,NASDAQ,Applovin Corp,AppLovin Corporation Class A Common Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::DASH,DASH,NASDAQ,"DoorDash, Inc. Class A Common Stock","DoorDash, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::NTSK,NTSK,NASDAQ,"Netskope, Inc. Class A Common Stock","Netskope, Inc.",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::SATS,SATS,NASDAQ,EchoStar Corporation,EchoStar Corporation Class A Common Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::AIZN,AIZN,NYSE,Assurant Inc,Assurant Inc. Preferred Stock 5.25%,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
NYSE::APOS,APOS,NYSE,Apollo Global Management Inc.,"Apollo Global Management, Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::SOJC,SOJC,NYSE,Southern Co,Southern Co. Preferred Stock 5.25%,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
NYSE::TBB,TBB,NYSE,AT&T Inc,AT&T Inc. Preferred Stock 5.35%,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
OTC::HENOY,HENOY,OTC,Henkel Ag A,Henkel AG & Co. KGaA Sponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NASDAQ::HBANM,HBANM,NASDAQ,Huntington Bancshares Incorporated,Huntington Bancshares Incorporated 5.70% Series I Non-Cumulative Perpetual Preferred Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::GKTRF,GKTRF,OTC,GEK TERNA Holdings Real Estate Construction S.A,Gek Terna S.A.,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NASDAQ::HUT,HUT,NASDAQ,Hut 8 Corp. Common Stock,Hut 8 Corp.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NASDAQ::JDZG,JDZG,NASDAQ,JIADE LIMITED Common stock,Jiade Ltd.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::ERDLF,ERDLF,OTC,EROAD Limited,EROAD Limited Common Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::SFTTF,SFTTF,OTC,SHIFT Inc.,Shift Technologies Inc.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::MRVSY,MRVSY,OTC,Minerva SA,Minerva S.A. Sponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NASDAQ::ACGLN,ACGLN,NASDAQ,Arch Capital Group Ltd,"Arch Capital Group Ltd. 4.55% Non-Cumulative Preferred Shares, Series G",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::ACGLO,ACGLO,NASDAQ,Arch Capital Group Ltd,"Arch Capital Group Ltd. 5.45% Non-Cumulative Preferred Shares, Series F",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::HNGZY,HNGZY,OTC,Hangzhou Tigermed Consulting Co. Ltd,Hangzhou Tiger Pharmaceutical Holdings Co. - Unsponsored ADR,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
OTC::TMGI,TMGI,OTC,"Transglobal Management Group, Inc.","The Marquie Group, Inc.",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::VIRDY,VIRDY,OTC,VIRIDIEN S/ADR,Viridium SE Depositary Receipt,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NYSE::GJH,GJH,NYSE,Strats Trust US Cellular GIC,STRATS Preferred Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::SIGIP,SIGIP,NASDAQ,Selective Insurance Group Inc,"Selective Insurance Group, Inc. 4.60% Depositary Shares Non-Cumulative Preferred Stock Series B",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::INLF,INLF,NASDAQ,INLIF LIMITED Ordinary Shares,Inlife Ltd.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::IZEA,IZEA,NASDAQ,IZEA Inc,"IZEA Worldwide, Inc.",conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::AHCHY,AHCHY,OTC,Anhui Conch Cement Co Ltd,Conch Cement Company Limited Unsponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::NLLRF,NLLRF,OTC,"Nippon Pillar Packing Co., Ltd.",Pillar Corporation,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
OTC::USCS,USCS,OTC,USCorp,U.S. Corp,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::CYRBY,CYRBY,OTC,Cyrela Brazil Realty SA,Cyrela Brazil Realty S.A. Empreendimentos e Participações Sponsored ADR,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::INTR,INTR,NASDAQ,Inter & Co. Inc. Class A Common Shares,"Inter & Co, Inc.",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::ARIS,ARIS,NYSE,Aris Mining Corporation,Aris Water Solutions Inc.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::GJR,GJR,NYSE,Strats SM Trust for Procter & Gamble Securities Series 2006-1 GIC,STRATS Trust for P&G 5.62678% 08/15/34 Preferred Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::MAMK,MAMK,NASDAQ,MaxsMaking Inc. Class A Ordinary Shares,MaxsMaking Inc.,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::PMAX,PMAX,NASDAQ,Powell Max Limited Class A Ordinary Shares,Powell Max Ltd,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::ESLOY,ESLOY,OTC,Essilor International SA,EssilorLuxottica S.A. Unsponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NASDAQ::MKDW,MKDW,NASDAQ,MKDWELL Tech Inc. Ordinary Share,Mkd Tech Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
NYSE::RS,RS,NYSE,Reliance Steel & Aluminum Co,Reliance Inc.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
OTC::ALSMY,ALSMY,OTC,Alstom PK,Alstom S.A. Unsponsored ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
OTC::PKTX,PKTX,OTC,Protokinetix Inc,"Protagenic Therapeutics, Inc.",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::RATIY,RATIY,OTC,RATIONAL Aktiengesellschaft,Rational AG,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
NASDAQ::ALAB,ALAB,NASDAQ,"Astera Labs, Inc.",ASTERA LABS INC COMMON STOCK (Ticker: 1ALAB),second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::JF,JF,NASDAQ,J and Friends Holdings Limited,Pintec Technology Holdings Limited,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
OTC::BKRKY,BKRKY,OTC,Bank Rakyat,Bank Rakyat Indonesia Persero Tbk - ADR,ambiguous_second_source_evidence,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_similarity_is_ambiguous,batch_a_us_core
NYSE::BEPJ,BEPJ,NYSE,Brookfield Renewable Partners L.P.,Brookfield BRP Holdings 7.25% Perpetual Preferred Stock,second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::IPB,IPB,NYSE,"Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificates Series 2003-1",Indexplus Trust Preferred 6.0518%,provider_found_different_name,send_to_manual_or_deepseek_followup_with_additional_evidence,provider_name_supports_neither_current_nor_twelvedata,batch_a_us_core
NASDAQ::CRWV,CRWV,NASDAQ,"CoreWeave, Inc. Class A Common Stock","CoreWeave, Inc.",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NASDAQ::TEM,TEM,NASDAQ,"Tempus AI, Inc. Class A Common Stock","Tempus AI, Inc.",second_source_supports_local_name,keep_local_name_and_record_twelvedata_as_non_authoritative_mismatch,second_source_supports_current_local_name,batch_a_us_core
NYSE::VLN,VLN,NYSE,Valens,Valens Semiconductor Ltd.,conflicting_second_source_evidence,manual_identity_review_required_before_any_apply,provider_evidence_conflicts_between_local_and_twelvedata,batch_a_us_core
